FileName;Properties;fr_FR;nl_NL;de_DE;en_HK;en_US;es_ES;en_GB
checkout;cart.limitedQuantity;Votre panier ne peut actuellement pas être converti en commande car un ou plusieurs produits qu'il contient ont un prix non valide ou ne sont pas disponibles dans la quantité demandée. Pour toute question, contactez le service client.;De bestelling van de producten in uw winkelmand kan niet worden uitgevoerd doordat één of meerdere producten in de mand een ongeldige prijs heeft of niet beschikbaar is in de gevraagde hoeveelheid. Bij vragen kunt u contact opnemen met onze klantenservice.;;;;;
checkout;cart.listprice;Prix catalogue;Catalogusprijs;;;;;
checkout;cart.option;Option;Optie;;;;;
checkout;cart.registryitem;Cet article fait partie de la liste de cadeaux.;;;;;;
checkout;cart.removeditem;Ce produit a récemment été retiré de notre catalogue en ligne. Supprimez cette ligne de votre panier pour accéder au paiement.;;;;;;
checkout;cart.selectbonusproduct;Sélectionner le produit bonus;;;;;;
checkout;cart.selectbonusproducts;Sélectionner les produits bonus;;;;;;
checkout;cart.store.availableinstore;En stock;;;;;;
checkout;cart.store.deliveryoptions;Options de livraison;Bezorgopties;;;;;
checkout;cart.store.homedelivery;Livraison à domicile;Bezorging op huisadres;;;;;
checkout;cart.store.instorepickup;Livraison en magasin;Aflevering in de winkel;;;;;
checkout;cart.store.notavailable;Non disponible;Niet beschikbaar;;;;;
checkout;cart.store.storepickupaddress;Adresse du magasin;Adres winkel;;;;;
checkout;cart.taxinvalid;Une erreur s'est produite lors du calcul des taxes pour un ou plusieurs produits de votre panier.;Er is een fout opgetreden bij de berekening van de belasting voor één of meerdere producten in uw winkelmand.;;;;;
checkout;cart.unableToAdd;Impossible d'ajouter l'article '{0}' au panier;Artikel '{0}' kan niet worden toegevoegd aan winkelmand;;;;;
checkout;cart.updatebonusproduct;Mettre à jour le produit bonus;;;;;;
checkout;cart.updatebonusproducts;Mettre à jour les produits bonus;;;;;;
checkout;checkoutlogin.checkoutguestbutton;Continuer;doorgaan;;;;;
checkout;checkoutlogin.guestheader;Nouveaux clients;Nieuwe klanten;;;;;
checkout;checkoutlogin.guestmessage;Vous pouvez passer votre commande sans inscription. Si vous le souhaitez, vous pourrez créer votre compte plus tard.;U kunt uw bestelling plaatsen zonder u eerst in te schrijven. Indien gewenst kunt u later nog een account aanmaken.;;;;;
checkout;checkoutlogin.guesttitle;Commander en tant qu’invité;Bestellen als gast;;;;;
checkout;checkoutlogin.registerbenefits;Pourquoi créer son compte ?;Waarom een account aanmaken?;;;;;
checkout;checkoutprogressindicator.billing;Facturation;facturatie;;;;;
checkout;checkoutprogressindicator.placeorder;Commande;Bestelling;;;;;
checkout;checkoutprogressindicator.shipping;Livraison;Bezorging;;;;;
checkout;checkoutprogressindicator.shippingaddresses;Adresses d'expédition;;;;;;
checkout;checkoutprogressindicator.shippingmethods;Modes de livraison;Bezorgingsmethoden;;;;;
checkout;checkoutprogressindicator.step1;Étape 1 :;Stap 1:;;;;;
checkout;checkoutprogressindicator.step2;Étape 2 :;Stap 2:;;;;;
checkout;checkoutprogressindicator.step3;Étape 3 :;Stap 3:;;;;;
checkout;checkoutprogressindicator.step4;Étape 4 :;Stap 4:;;;;;
checkout;confirm.error.declined;Votre commande n'a pas pu être validée. Vérifiez vos modes de paiement et recommencez. Nous vous remercions de votre patience.;Uw bestelling kon niet worden bevestigd. Controleer uw betaalwijze en probeer het opnieuw.;;;;;
checkout;confirm.error.technical;Nous sommes désolés mais votre commande n'a pas pu être validée. Cela est probablement dû à son volume élevé ou à des erreurs temporaires de connexion. Veuillez patienter quelques minutes avant de soumettre à nouveau votre commande. Votre paiement ne sera traité qu'une fois votre commande validée. Pour toute question, n'hésitez pas à nous contacter.;Uw bestelling kon helaas niet worden bevestigd. Waarschijnlijk is het volume te hoog of zijn er tijdelijke verbindingsproblemen. Wacht enkele ogenblikken en plaats uw bestelling opnieuw. Uw betaling wordt pas verwerkt na bevestiging van uw bestelling. Bij vragen kunt u altijd contact met ons opnemen.;;;;;
checkout;confirmation.contact;1 (800) 555-XXXX, du lundi au vendredi, de 8h à 20h.;;;;;;
checkout;confirmation.message;Pour toute question sur votre commande, contactez-nous au;Hebt u vragen over uw bestelling, neem dan contact met ons op via;;;;;
checkout;confirmation.print;Imprimer le reçu;;;;;;
checkout;confirmation.returnshop;Poursuivre mes achats;Bestelling afronden;;;;;
checkout;confirmation.thankyou;Merci pour votre commande.;Bedankt voor uw bestelling.;;;;;
checkout;giftcert.currentbalance;Le solde actuel de votre chèque-cadeau est de;;;;;;
checkout;giftcert.remove.error;Impossible de supprimer le chèque-cadeau.;;;;;;
checkout;giftcertpurchase.amount;Montant;;;;;;
checkout;giftcertpurchase.balancealert;Le solde actuel de votre chèque-cadeau est de;;;;;;
checkout;giftcertpurchase.checkinvalid;Vérifiez le code du chèque-cadeau.;;;;;;
checkout;giftcertpurchase.errorinfo;Saisissez les informations correctes.;;;;;;
checkout;giftcertpurchase.giftcertificates;Chèques-cadeaux;;;;;;
checkout;giftcertpurchase.missingcode;Saisissez le code du chèque-cadeau.;;;;;;
checkout;instore.shipping.storemessage;Message retrait en magasin;;;;;;
checkout;minibillinginfo.amount;Montant;Bedrag;;;;;
checkout;minibillinginfo.billingaddress;Adresse de facturation;Facturatie Adres;;;;;
checkout;minibillinginfo.bml;Bill Me Later;;;;;;
checkout;minibillinginfo.creditcard;Carte de crédit;;;;;;
checkout;minibillinginfo.expiration;Ext.;;;;;;
checkout;minibillinginfo.giftcertificate;Chèque-cadeau;;;;;;
checkout;minibillinginfo.paymentmethod;Mode de paiement;;;;;;
checkout;minibillinginfo.paypal;Pay Pal;;;;;;
checkout;minicart.directcheckout;ou aller directement au paiement;of ga direct naar betalen;;;;;
checkout;minicart.title;Votre panier;Uw winkelmand;;;;;
checkout;minicart.viewcart;Afficher le panier;Winkelmand weergeven;;;;;
checkout;minicart.viewcart.label;Aller au panier;Naar de winkelmand gaan;;;;;
checkout;minishipments.giftcertdelivery;- Livraison par e-mail;;;;;;
checkout;minishipments.shipping;Livraison;;;;;;
checkout;minishipments.shippingaddress;Adresse de livraison;afleveradres;;;;;
checkout;multishipping.editaddress;Ajouter/Modifier l'adresse;;;;;;
checkout;multishipping.editaddress.headline;Ajouter ou modifier les adresses;;;;;;
checkout;multishipping.error.addaddressrequirements;"Exigences manquantes pour AddAddressToSessionAddressBook.ds.
	Les variables d'entrée FormAddress et/ou CBasket sont nulles.";;;;;;
checkout;multishipping.error.attributenotdefined;"L'attribut personnalisé ""sessionAddressBook"" n'est pas défini pour l'objet système ""Basket"".
	Consultez la documentation et configurez cet attribut via Business Manager.";;;;;;
checkout;multishipping.error.parsejson;"Erreur d'analyse d'une chaîne en objet JSON :
	{0}";;;;;;
checkout;multishippingaddresses.addaddress;Ajouter une nouvelle adresse;;;;;;
checkout;multishippingaddresses.editaddress;Modifier l'adresse;;;;;;
checkout;multishippingaddresses.locationheader;Lieu de livraison;;;;;;
checkout;multishippingaddresses.noaddresses;Aucune adresse disponible à sélectionner;;;;;;
checkout;multishippingaddresses.select;Sélectionner;;;;;;
checkout;multishippingshipments.gcshipment;Mode de livraison : Livraison par e-mail;;;;;;
checkout;multishippingshipments.giftmessage;Message :;;;;;;
checkout;multishippingshipments.selectmethod;Sélectionner un mode de livraison :;;;;;;
checkout;multishippingshipments.shipimmediante;Date de livraison : Immédiatement;;;;;;
checkout;multishippingshipments.shipment;Livraison;Verzending;;;;;
checkout;multishippingshipments.shippingdetails;Détails de la livraison;;;;;;
checkout;pt_orderconfirmation.accountmessage;Voulez-vous créer un compte sur la base des informations fournies pour cette commande ?;;;;;;
checkout;pt_orderconfirmation.createheader;Créer un compte;;;;;;
checkout;shipment.qualifiesfor;La livraison peut bénéficier de;;;;;;
checkout;singleshipping.apofpo;Adresse APO/FPO;;;;;;
checkout;singleshipping.details;Détails;;;;;;
checkout;singleshipping.discount;Remises sur la livraison :;;;;;;
checkout;singleshipping.enteraddress;Livraison;Afleveradres;;;;;
checkout;singleshipping.giftregistry;Liste de cadeaux de {0};;;;;;
checkout;singleshipping.multiple;Voulez-vous envoyer vos articles à plusieurs adresses ?;;;;;;
checkout;singleshipping.noshippingmethods;Aucun mode de livraison applicable disponible.;;;;;;
checkout;singleshipping.phonerequired;Pourquoi est-ce obligatoire ?;Waarom is dit verplicht?;;;;;
checkout;singleshipping.select;Sélectionner;;;;;;
checkout;singleshipping.shippingmethodheader;Sélectionner un mode de livraison;;;;;;
checkout;singleshipping.standard;Frais de port standard :;;;;;;
checkout;singleshipping.surcharge;Supplément;;;;;;
checkout;singleshipping.total;Total :;;;;;;
checkout;singleshipping.wishlist;Liste de souhaits de {0};;;;;;
checkout;summary.applied;Appliqué;Toegepast;;;;;
checkout;summary.coupon;Bon de réduction;;;;;;
checkout;summary.couponnumber;N° du bon de réduction :;;;;;;
checkout;summary.editcart;Modifier le panier;Winkelmand aanpassen;;;;;
checkout;summary.notapplied;Non appliqué;Niet van toepassing;;;;;
checkout;summary.orderdiscount;Remise sur la commande :;Korting op de bestelling:;;;;;
checkout;summary.ordertotal;Total;Totaal;;;;;
checkout;summary.title;Récapitulatif de la commande;Besteloverzicht;;;;;
checkout;cart.title;Jouw bestelling;;;;;;
checkout;minicart.freeshipping;Gratis verzending bij bestellingen boven de €40,-;;;;;;
checkout;minicart.freeshipping2;Bij een bestelling boven de € 40,- betaal je geen verzendkosten;;;;;;
common;close;Fermer;Sluiten;Schließen;;;;
common;error_forbidden.hijacked;La session a peut-être été détournée.;Deze sessie is mogelijk verplaatst.;Die Sitzung wurde möglicherweise umgeleitet.;;;;
common;error_forbidden.home;Page d'accueil...;Homepage…;Startseite;;;;
common;error_forbidden.message;Votre session a peut-être été détournée. Retour à la;Je sessie is mogelijk verplaatst. Ga terug naar de;Die Sitzung wurde möglicherweise umgeleitet. Gehe zurück zur;;;;
common;error_forbidden.redirect;Redirection;Redirect;Umleitung;;;;
common;i_agree;Je suis d'accord;Ik ga akkoord;Ich stimme zu;;;;
common;redirect.title;Aller à;Ga naar;Gehe zu;;;;
common;redirect_error.home;Page d'accueil...;Homepage...;Startseite;;;;
common;redirect_error.message;URL non valide. Pour continuer, allez à notre;Ongeldige URL. Om door te gaan, ga naar onze;Ungültige URL. Um fortzufahren, gehe bitte zur;;;;
common;redirect_error.title;URL non valide;Ongeldige URL;Ungültige URL;;;;
common;redirect_permanent.message;La page a été déplacée définitivement à;Deze pagina is definitief verplaatst naar;Diese Seite wurde entfernt.;;;;
common;redirect_permanent.title;Redirection;Redirect;Umleitung;;;;
common;cart.APPLIED;;;;;;;
common;cart.NO_APPLICABLE_PROMOTION;;;;;;;
common;multishippingaddresses.couldnotsaveaddress;;;;;;;
common;site.name;SiteGenesis;;;;;;
components;browsertoolscheck.cookies;Votre navigateur n'est actuellement pas configuré pour accepter les cookies. Veuillez configurer votre navigateur pour qu'il accepte les cookies ou vérifier si un autre programme ne bloque pas les cookies.;Je browser accepteert momenteel geen cookies. Pas aub je browser aan om cookies te accepteren of controleer of een ander programma's de cookies blokkeert.;Deine Browsereinstellungen verhindern momentan die Verwendung von Cookies. Bitte ändere deine Browsereinstellungen oder prüfe, ob ein anderes Programm die Verwendung von Cookies blockiert.;;;;
components;browsertoolscheck.javascript;La fonction JavaScript de votre navigateur est désactivée. Veuillez l'activer pour bénéficier de toutes les fonctionnalités de ce site.;De JavaScript functie van je browser is uitgeschakeld. Activeer deze functie om alle functies op de website te kunnen gebruiken.;JavaScript ist in Deinem Browser deaktiviert. Bitte aktiviere JavaScript, um alle Funktionen dieser Website zu nutzen.;;;;
components;menulinksleft.noel;Noel;Kerst;Weihnachten;;;;
components;menulinksright.conseils;Conseils;Tips;Tipps;;;;
components;menulinksright.enfants;L'enfant;Kind;Kinder;;;;
components;menulinksright.garanties;Garantie;Garantie;Garantie;;;;
components;blog.linkhairoverheels.content;Hair over Heels;;;;;;
components;blog.linkhairoverheels.href;http://www.hairoverheels.de/;;;;;;
components;header.registrylink;Liste de cadeaux;;;;;;
components;header.storelocator;Localisateur de magasins;;;;;;
components;header.wishlistlink;Liste de souhaits;;;;;;
components;headercustomerinfo.currency;Devise;;;;;;
components;headercustomerinfo.myaccount;Mon compte;;;;;;
components;headercustomerinfo.not;Non;;;;;;
components;headercustomerinfo.welcome;Bienvenue;;;;;;
components;headercustomerinfo.welcomeback;Nous sommes heureux de vous revoir;;;;;;
components;menulinksright.promotions;Promotions;Promoties;;;;;
components;orderdetails.billingaddress;Adresse de facturation;Factuuradres;;;;;
components;orderdetails.giftcertfrom;De :;;;;;;
components;orderdetails.giftcertshipping;Livraison par e-mail;;;;;;
components;orderdetails.giftcertshippingaddress;Envoyé à :;;;;;;
components;orderdetails.giftcertto;Au :;;;;;;
components;orderdetails.giftmessage;Message;;;;;;
components;orderdetails.notknown;Inconnu;;;;;;
components;orderdetails.notshipped;Non expédié;;;;;;
components;orderdetails.orderinformation;Informations sur la commande;;;;;;
components;orderdetails.ordernumber;Numéro de commande;;;;;;
components;orderdetails.orderplaced;Commande passée;;;;;;
components;orderdetails.paymentinfo;Informations pour le paiement;;;;;;
components;orderdetails.paymentmethod;Mode de paiement;Betaalwijze;;;;;
components;orderdetails.paymentmethods;Modes de paiement;;;;;;
components;orderdetails.paymenttotal;Total paiement;Totaal te voldoen;;;;;
components;orderdetails.shipped;Expédié;;;;;;
components;orderdetails.shippingaddress;Adresse de livraison;Bezorgadres;;;;;
components;orderdetails.shippingdetails;Détails de la livraison;Bezorginformatie;;;;;
components;orderdetails.shippingmethod;Mode de livraison :;Bezorgingsmethode:;;;;;
components;orderdetails.shippingstatus;état de la livraison :;bezorgstatus:;;;;;
components;orderdetails.shippingto;Livraison à;Bezorging op;;;;;
components;orderdetails.tracking;Numéro de suivi :;Trackingnummer:;;;;;
components;ordersummary.giftcertificatetotal;Total chèque-cadeau;;;;;;
components;ordersummary.merchandizetotal;Total de la marchandise;;;;;;
components;ordersummary.nodata;S/O;;;;;;
components;ordersummary.orderdiscount;Remise sur la commande;;;;;;
components;ordersummary.ordershipping;Livraison;Bezorging;;;;;
components;ordersummary.ordershipping.edit;Modifier;;;;;;
components;ordersummary.ordershippingdiscount;Remise sur la livraison;;;;;;
components;ordersummary.ordersubtotal;Sous-total de la commande;Subtotaal van de bestelling;;;;;
components;ordersummary.ordertax;Taxe sur les ventes;;;;;;
components;ordersummary.subtotal;Sous-total;Subtotaal;;;;;
components;menulinksleft.ecommerce;E-SHOP;;;;;;
contact;contact.advice.helpers;"Nous vous invitons à consulter la page dédiée <br/> à ce produit en <a href=""#""><span class=""contact-infos--bold"">cliquant ici</span></a>";"Bezoek de speciale <br/> productpagina door <a href=""#""><span class=""contact-infos--bold"">hier te klikken</span></a>";"Finden Sie mehr Informationen über dieses Produkt auf der <a href=""#""><span class=""contact-infos--bold"">Produktdetailseite.</span></a>";;;;
contact;contact.career.description;"Nous vous invitons à visiter la page <a href=""{0}""><span class=""contact-infos--bold"">« LE GROUPE BABYLISS »</span></a> </br> pour en savoir plus et postuler.";"Bezoek de<a href=""{0}""><span class=""contact-infos--bold""> BABYLISS</span></a> </br> pagina voor meer informatie en om te solliciteren.";"Erfahren Sie mehr über die <a href=""{0}""><span class=""contact-infos--bold"">BaByliss Gruppe</span></a> </br> und schicken Sie uns eine Initiativbewerbung.";;;;
contact;contact.career.label;Carrières;Vacatures;Karriere;;;;
contact;contact.legendone;Encore des questions ?;Je gegevens;Hast Du noch Fragen?;;;;
contact;contact.legendtwo;<span>Contactez-nous en remplissant le formulaire suivant.</span>;<span>Vul het formulier hieronder in om contact met ons op te nemen.</span>;<span>Kontaktiere uns mit diesem Formular</span>;;;;
contact;contact.notice.description;"Retrouvez en ligne les notices d'utilisation et consignes de sécurité de nos produits actuellement disponibles à la vente.
<br/> Si votre produit n'est pas sur ce site, vous pouvez obtenir ces documents sur simple demande, dans l'onglet";"Gebruiksaanwijzingen en veiligheidsinformatie over de producten die wij momenteel verkopen, kunnen online gevonden worden.
<br/> Als je product niet op de website staat, vraag deze documenten dan aan, via de tab";Sie finden die Bedienungsanleitung und Sicherheitshinweise zu den aktuellen BaByliss Produkten auf der jeweiligen Produktdetailseite. <br/>Falls sich Ihr Produkt nicht auf der Seite befindet können Sie die Dokumente unter dem Tab;;;;
contact;contact.notice.linkother;"<span class=""contact-infos--bold"">«Autres»</span>";"<span class=""contact-infos--bold"">“Overig”</span>";"<span class=""contact-infos--bold"">Anderes</span>";;;;
contact;contact.sav.description;"Pour en savoir plus sur la garantie BaByliss<br/> <a href=""{0}""><span class=""contact-infos--bold"">Consultez la page «Garanties»</span></a>";"Meer weten over de BaByliss garantie?<br/> <a href=""{0}""><span class=""contact-infos--bold"">Ga hiervoor naar de ""Garantie"" pagina.</span></a>";Mehr über die BaByliss Garantie erfährst Du<br/>;;;;
contact;contact.sav.helpers;"Un conseiller répond à vos questions <br/> au numéro dédié suivant <a href=""tel: 0810343536""><span class=""contact-infos--bold""> 0 810 34 35 36 </span></a>";"Een adviseur zal je vragen beantwoorden <br/> als je het volgende nummer belt <a href=""tel: 030 - 221 9630""><span class=""contact-infos--bold""> 030 - 221 9630 </span></a>";"Unsere Kundenservice erreichen Sie <br/>telefonisch unter <a href=""{0}""><span class=""contact-infos--bold""> 00 800 5000 6000 </span></a>";;;;
contact;contact.sav.label;SAV / Réclamation;Klachten / Defecten;Kundenservice;;;;
contact;menulinksright.ambassador;;;;;;;
contact;contact.accessories.label;Commande accessoires;Losse Onderdelen;;;;;
contact;contact.advice.label;Conseil / Info Produit;Advies / Productinformatie;;;;;
contact;contact.notice.label;Notice d'utilisation;Gebruiksaanwijzing;;;;;
contact;contact.other.label;Autres;Overig;;;;;
contact;contact.accessories.legendone;;;;;;;
contact;contact.legendthree;;;;;;;
contact;contact.ambassador.label;;;;;;;
content;blog.article.recommendation;par ces articles;bij deze artikelen;von diesen Blogbeiträgen;;;;
content;blog.article.recommendation.bythisarticle;par ces articles;deze artikelen;in diesen Blogbeiträgen;;;;
content;blog.article.recommendation.interestby;Vous pourriez être intéressé;Misschien heb je ook interesse in;Dich könnte auch interessieren;;;;
content;blog.article.socialsharing;Partager cet article :;Deel dit artikel:;Teile diesen Blogpost;;;;
content;blog.article.upsell.discoverproducts;Découvrez les produits;Ontdek de producten;Entdecke die Produkte;;;;
content;blog.article.upsell.discoverproducts2;liés à cet article;behorende bij dit artikel;mit diesem Blogpost verknüpft;;;;
content;blog.home.bannertitle;les conseils de nos experts babyliss;het advies van de BaByliss experts;der Rat unserer BaByliss Experten;;;;
content;blog.share.mailto.message;Voici un article BaByliss qui devrait t'intéresser, je t'invite à cliquer sur ce lien pour le découvrir!;"Hier is een BaByliss artikel waar je misschien interesse in hebt; klik op de link om meer te lezen!";Hier ist ein BaByliss Blogpost, der Dich interessieren könnte. Klick auf den Link um mehr darüber zu erfahren.;;;;
content;blog.share.mailto.subject;Babyliss: Article du blog;BaByliss: Blog artikel;BaByliss: Blogpost;;;;
content;blog.share.twitter;Conseil Babyliss :;Babyliss Tips :;BaByliss Tipps:;;;;
content;content.discover;Découvrir;Ontdek;Entdecke mehr;;;;
content;content.meta;Découvrez {0} {1} {2} de BaByliss, la marque référence des solutions beauté !;Ontdek {0} {1} {2} van BaByliss, dé specialist in beauty en haircare!;Entdecke {0} {1} {2} von BaByliss, den führenden Experten für Deine Schönheit!;;;;
content;content.meta.twitter;Découvrez {0} {1} {2} de BaByliss !;Ontdek {0} {1} {2} van BaByliss !;Entdecke {0} {1} {2} von BaByliss!;;;;
content;content.new;nouveau;nieuw;neu;;;;
content;content.new_arrivals;nouveautés;nieuwe producten;neue Funktionen;;;;
content;content.shop;magasin;winkel;Händler;;;;
content;landing.children.instagramtext;Son anniversaire. Un goùter entre copines. Un moment partagé en famille. Ses envies. Ses folies. Ses râtés...;Verjaardagen. Plezier met vrienden. Tijd doorbrengen met je familie. Wensen. Gekheid. Drama's...;Geburtstage. Spaß mit Freunden. Zeit mit der Familie. Wünsche. Chaos. Durcheinander…;;;;
content;landing.children.title;Trouver l'inspiration;Inspiratie nodig?;Be inspired;;;;
content;landing.children.titleupper;Toutes nos idées coiffure;Al onze haarstyling ideeën;All unsere Styling-Ideen;;;;
content;landing.men.instagramtext;Le jour où vous avez rasé votre barbe. Le jour où vous avez testé la moustache. Vos looks pour aller au boulot et pour en sortir. La montre qu'il vous fallait. Votre dernier tatouage...;De dag dat je je baard afscheerde. De dag dat je experimenteerde met een snor. Je looks voor naar je werk of voor het uitgaan. Het horloge dat je altijd nodig had. Je laatste tatoeage...;Der Tag, an dem Du Deinen Bart abrasiert hast. Der Tag, an dem Du Dich entschlossen hast, Dir einen Schnurrbart wachsen zu lassen. Looks für's Büro und das Wochenende. Die Uhr, die Du immer haben wolltest. Dein neuestes Tattoo…;;;;
content;landing.men.title;C'est votre style;Het is jouw stijl;Deinen Style bestimmst Du;;;;
content;landing.men.titleupper;Montrez-le, partagez-le;Laat het zien en deel het;Zeig ihn uns und teile ihn;;;;
content;landing.shareinstagram;PARTAGEZ VOTRE STYLE;DEEL JOUW STIJL;TEILE DEINEN STYLE;;;;
content;landing.women.instagramtext;Votre nouvelle coiffure. Le jour où vous avez testé les boucles. Le jour où vous êtes passée à la frange. Vos coiffures mariage ou soirée. L'accessoire qui a fait la différence...;Jouw nieuwe kapsel. De dag dat je experimenteerde met krullen. De dag dat je ging voor een pony. Je trouwkapsel of kapsels tijdens het uitgaan. De accessoires die het verschil maakten...;Deine neue Frisur. Der Tag, an dem Du Dich endlich an Locken getraut hast. Der Tag, an dem Du mit einem Pony vom Friseur kamst. Dein Styling für den besonderen Anlass. Das Accessoire, das das gewisse Extra ist.;;;;
content;landing.women.title;Vos moments babyliss;Jouw BaByliss momenten;Deine BaByliss Momente;;;;
content;landing.women.titleupper;Partagez votre style;Deel jouw stijl;TEILE DEINEN STYLE;;;;
content;slot.sub_banners.standard_storelocator;trouvez un magasin près de chez vous;Vind een winkel bij jou in de buurt;Finde einen Händler in Deiner Nähe;;;;
content;slot.upsell.advice;Conseils;Tips;Tipps;;;;
content;slot.upsell.buy;Acheter;Koop;Kaufen;;;;
content;slot.upsell.discover;Découvrir;Ontdek;Entdecke mehr;;;;
content;slot.upsell.seemore;En voir plus;Zie meer;Mehr dazu;;;;
content;blog.home.bannertext;Aliquam rutrum nisl metus, ac suscipit nisl convallis nec. Etiam laoreet erat lobortis, ullamcorper ipsum at, posuere libero. Nulla non mi et mauris varius viverra. Mauris ex ipsum, malesuada vel rhoncus a, interdum facilisis odio;;;;;;
content;blog.label;Conseils;;;;;;
content;content.20_40_off;20 à 40% de remise;;;;;;
content;content.apparel.accessories;accessoires;;;;;;
content;content.apparel.apparel;mode;;;;;;
content;content.apparel.boots;bottines;;;;;;
content;content.apparel.coat;manteau;;;;;;
content;content.apparel.collection;collection;;;;;;
content;content.apparel.dresses;robes;;;;;;
content;content.apparel.earrings;boucles d'oreilles;;;;;;
content;content.apparel.fleeceandknits;polaires et tricots;;;;;;
content;content.apparel.hats;chapeaux;;;;;;
content;content.apparel.jackets;vestes;;;;;;
content;content.apparel.jewelry;bijoux;;;;;;
content;content.apparel.leather;cuir;;;;;;
content;content.apparel.necklaces;colliers;;;;;;
content;content.apparel.neckties;cravates;;;;;;
content;content.apparel.outerwear;vêtements d'extérieur;;;;;;
content;content.apparel.pants;pantalons;;;;;;
content;content.apparel.scarves;écharpes;;;;;;
content;content.apparel.shirt;chemise;;;;;;
content;content.apparel.shirts;chemises;;;;;;
content;content.apparel.shoes;chaussures;;;;;;
content;content.apparel.shorts;shorts;;;;;;
content;content.apparel.sportcoat;vestes;;;;;;
content;content.apparel.suits;costumes;;;;;;
content;content.apparel.sweater;pulls;;;;;;
content;content.apparel.tops;tops;;;;;;
content;content.apparel.tshirt;t-shirt;;;;;;
content;content.apparel.tshirts;t-shirts;;;;;;
content;content.category.kids;enfant;;;;;;
content;content.category.mens;homme;;;;;;
content;content.category.womens;femme;;;;;;
content;content.classicfit;coupe classique;;;;;;
content;content.cool_savings;économies sympa;;;;;;
content;content.dressforsucess;taillé pour le succès;;;;;;
content;content.free_shipping;frais de port gratuits;;;;;;
content;content.freegroundshipping;Transport terrestre gratuit pour les commandes à partir de 150€;;;;;;
content;content.new_styles;nouveaux modèles;;;;;;
content;content.promocode;"code promo ""GCshipping""";;;;;;
content;content.sale;soldes;;;;;;
content;content.save_20;économisez 20%;;;;;;
content;content.save_20_40;économisez 20 à 40%;;;;;;
content;content.save_some_cash;faites des économies;;;;;;
content;content.season.fall;automne;;;;;;
content;content.season.spring;printemps;;;;;;
content;content.season.summer;été;;;;;;
content;content.season.winter;hiver;;;;;;
content;content.shop_now;acheter maintenant >;;;;;;
content;content.thisweeksdeals;les bonnes affaires de la semaine;;;;;;
content;content.use_a_gift_card;payez par chèque-cadeau et bénéficiez d'une livraison gratuite;;;;;;
content;content.warmthandstyle;chaleur et élégance;;;;;;
content;homepage.banners_homepage_05b_headline;le compagnon idéal;;;;;;
content;homepage.banners_homepage_05d_action;20% de rabais cette semaine uniquement;;;;;;
content;homepage.banners_homepage_05e_headline;changez de saison;;;;;;
content;homepage.img01;économisez jusqu'à 40% sur une sélection de chaussures pour femmes;;;;;;
content;homepage.img02;offre spéciale: 10% sur la mode masculine;;;;;;
content;homepage.img05;achetez un vêtement d'extérieur pour enfants et bénéficiez de 50% de remise sur le deuxième article;;;;;;
content;homepage.img06;achetez un bagage et bénéficiez de 25% de remise sur tous les sacs à dos;;;;;;
content;slot.landing.kids-clothing;offre spéciale: jusqu'à 25% sur les sweats à capuche pour enfants;;;;;;
content;slot.landing.kids-footwear;nouveaux modèles pour les enfants;;;;;;
content;slot.landing.mens-clothing;actualisez votre look pour la prochaine saison;;;;;;
content;slot.landing.mens-footwear-boots;économisez 20% sur une sélection de bottines pour hommes;;;;;;
content;slot.landing.womens-footwear-shoes;alliez style et confort;;;;;;
content;slot.landing.womens-greatstyles;découvrez les superbes modèles de la nouvelle saison...;;;;;;
content;slot.sub_banners.kids-accessories-hats;bonnets tricotés à partir de 11,99€;;;;;;
content;slot.sub_banners.kids-clothing-footwear;tout à moins de 25€;;;;;;
content;slot.sub_banners.kids-clothing-tops;achetez 3articles ou plus pour 10€ l'unité;;;;;;
content;slot.sub_banners.kids-merchandise;économisez 5€ sur tous les articles pour enfants;;;;;;
content;slot.sub_banners.mens-accessories-luggage;achetez un bagage et bénéficiez de 25% de remise sur tous les sacs à dos;;;;;;
content;slot.sub_banners.mens-accessories-ties;trouvez le cadeau parfait pour votre père;;;;;;
content;slot.sub_banners.mens-clothing-pants;trouvez la paire idéale;;;;;;
content;slot.sub_banners.mens-clothing-suits;sur tous les costumes classiques;;;;;;
content;slot.sub_banners.mens-footwear-boots;sur toutes les bottines de 15cm;;;;;;
content;slot.sub_banners.mensclothingbottoms;jeans à partir de 29,99€;;;;;;
content;slot.sub_banners.standard_mensaccessorieshats;casquettes de baseball;;;;;;
content;slot.sub_banners.standard_mensaccessorieswallets;portefeuille en cuir 29 à 37€;;;;;;
content;slot.sub_banners.standard_mensclothingouterwear;sur toutes les polaires pour hommes;;;;;;
content;slot.sub_banners.standard_mensfootwear;Les chaussures de bateau devraient vous donner un look fabuleux, en toute saison;;;;;;
content;slot.sub_banners.womens-accessories-handbags;promotion sacs à main;;;;;;
content;slot.sub_banners.womens-accessories-handbags.freewallet;un portefeuille gratuit pour chaque article acheté;;;;;;
content;slot.sub_banners.womens-clothing-dresses;robes décontractées;;;;;;
content;slot.sub_banners.womens-clothing-outerwear;kit de soin cuir gratuit pour chaque veste achetée;;;;;;
content;slot.sub_banners.womens-clothing-tops;petits tops;;;;;;
content;slot.sub_banners.womens-footwear;chaussures de marche pour femmes;;;;;;
